,index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class,continent
9101,9847,28, Private,107389, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,32, United-States,0,North_America
9102,9848,17, Private,293440, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States,0,North_America
9103,9849,53, Private,145409, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1,North_America
9104,9850,22, Private,213902, 5th-6th,3, Never-married, Priv-house-serv, Other-relative, White, Female,0,0,40, El-Salvador,0,North_America
9105,9851,63, Private,100099, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0,North_America
9106,9852,32, Private,191856, Masters,14, Married-civ-spouse, Sales, Wife, White, Female,0,0,45, United-States,1,North_America
9107,9853,40, Local-gov,233891, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States,0,North_America
9108,9854,61, Self-emp-not-inc,96073, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, England,1,Europe
9109,9855,35, Private,474136, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,1408,40, United-States,0,North_America
9110,9856,43, Self-emp-not-inc,355856, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Philippines,0,Asia
9111,9858,48, Self-emp-not-inc,139212, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0,North_America
9112,9859,56, State-gov,143931, Bachelors,13, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0,North_America
9113,9860,51, Federal-gov,160703, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0,North_America
9114,9861,34, Private,191291, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0,North_America
9115,9862,44, Private,68729, Some-college,10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States,1,North_America
9116,9864,37, Private,227545, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States,1,North_America
9117,9865,36, Private,32776, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States,1,North_America
9118,9866,34, Private,228881, Some-college,10, Separated, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, United-States,0,North_America
9119,9867,23, Private,84648, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,0,North_America
9120,9868,63, Federal-gov,101996, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,1,North_America
9121,9870,47, Local-gov,285060, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,41, United-States,1,North_America
9122,9871,55, Self-emp-inc,209569, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States,1,North_America
9123,9872,31, Local-gov,331126, Bachelors,13, Never-married, Protective-serv, Own-child, Black, Male,0,0,48, United-States,0,North_America
9124,9873,27, Private,279872, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States,0,North_America
9125,9874,58, Private,150560, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,14084,0,40, United-States,1,North_America
9126,9875,28, Local-gov,185647, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States,0,North_America
9127,9876,52, Private,128871, 7th-8th,4, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,64, United-States,0,North_America
9128,9877,31, Federal-gov,386331, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,50, United-States,0,North_America
9129,9878,53, Private,117814, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,0,North_America
9130,9879,43, Private,220609, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,50, United-States,0,North_America
9131,9880,43, Local-gov,117022, HS-grad,9, Married-spouse-absent, Farming-fishing, Unmarried, Black, Male,0,0,40, United-States,0,North_America
9132,9881,50, Self-emp-inc,176751, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,80, United-States,1,North_America
9133,9883,37, Private,80410, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0,North_America
9134,9884,26, Private,127202, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0,North_America
9135,9885,22, Private,121471, 11th,7, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,0,North_America
9136,9886,22, Private,219086, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,0,North_America
9137,9887,59, Private,271571, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States,1,North_America
9138,9888,30, Private,241583, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,North_America
9139,9889,24, Private,374253, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,55, United-States,0,North_America
9140,9890,30, Private,214993, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,North_America
9141,9891,50, Local-gov,199995, Bachelors,13, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,1,North_America
9142,9892,38, Private,450924, 12th,8, Married-civ-spouse, Other-service, Husband, White, Male,3942,0,40, United-States,0,North_America
9143,9893,29, Private,120359, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0,North_America
9144,9894,76, Private,93125, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,1424,0,24, United-States,0,North_America
9145,9895,21, Private,187513, Assoc-voc,11, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States,0,North_America
9146,9896,65, Private,243569, Some-college,10, Widowed, Other-service, Unmarried, White, Female,0,0,24, United-States,0,North_America
9147,9897,43, Private,295510, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1,North_America
9148,9898,29, Private,29732, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,24, United-States,0,North_America
9149,9899,32, Private,211743, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States,0,North_America
9150,9900,37, Private,251396, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States,1,North_America
9151,9901,64, Private,477697, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,16, United-States,0,North_America
9152,9902,49, Private,151584, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,North_America
9153,9903,44, Private,193882, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,North_America
9154,9905,34, Private,242460, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States,1,North_America
9155,9906,35, Private,411395, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,36, United-States,0,North_America
9156,9907,53, Private,191025, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,43, United-States,0,North_America
9157,9908,24, Private,154571, Assoc-voc,11, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,50, South,0,South_America
9158,9909,31, Private,208657, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0,North_America
9159,9910,25, Private,29599, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States,0,North_America
9160,9911,36, Private,423711, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,0,North_America
9161,9912,29, Private,122000, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States,0,North_America
9162,9913,37, Private,148581, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,1,North_America
9163,9914,42, Self-emp-not-inc,222978, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,0,North_America
9164,9915,30, Private,149118, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,0,North_America
9165,9916,32, Self-emp-inc,218407, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, Cuba,0,North_America
9166,9917,47, Self-emp-not-inc,112200, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Male,10520,0,45, United-States,1,North_America
9167,9918,44, Private,85604, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,1,North_America
9168,9919,19, Private,111232, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0,North_America
9169,9920,22, Private,99199, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States,0,North_America
9170,9921,51, Private,199995, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,1,North_America
9171,9922,69, Private,122850, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,16, United-States,0,North_America
9172,9925,33, Self-emp-not-inc,361497, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0,North_America
9173,9926,22, Local-gov,399020, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,55, United-States,0,North_America
9174,9927,33, Private,345277, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, United-States,1,North_America
9175,9928,20, Federal-gov,55233, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,0,North_America
9176,9929,28, Self-emp-not-inc,200515, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,North_America
9177,9930,25, Private,188119, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States,0,North_America
9178,9931,27, Private,176683, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,48, United-States,0,North_America
9179,9932,22, Private,309178, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0,North_America
9180,9933,67, Self-emp-not-inc,40021, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States,0,North_America
9181,9934,31, Self-emp-inc,49923, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0,North_America
9182,9936,43, Federal-gov,325706, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, India,1,Asia
9183,9937,33, Private,124407, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0,North_America
9184,9938,37, Self-emp-not-inc,301568, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States,1,North_America
9185,9939,27, Private,339956, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, United-States,0,North_America
9186,9940,36, Private,176335, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0,North_America
9187,9941,33, Private,198452, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Female,0,0,45, United-States,0,North_America
9188,9942,63, Private,213945, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, Iran,1,Asia
9189,9943,48, Private,171807, Bachelors,13, Divorced, Other-service, Unmarried, White, Female,0,0,56, United-States,1,North_America
9190,9944,25, Private,362826, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,45, United-States,0,North_America
9191,9945,41, Self-emp-not-inc,344329, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,10, United-States,0,North_America
9192,9946,26, Private,137678, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0,North_America
9193,9947,23, Private,175424, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,0,North_America
9194,9948,33, State-gov,73296, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,1831,0,40, United-States,0,North_America
9195,9949,30, State-gov,137613, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,17, Taiwan,0,Asia
9196,9950,67, Self-emp-not-inc,354405, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States,0,North_America
9197,9951,32, Private,130057, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,1,North_America
9198,9952,48, Self-emp-not-inc,362883, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States,1,North_America
9199,9953,51, Private,49017, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,24, United-States,0,North_America
9200,9954,39, Private,149943, Masters,14, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China,0,Asia
9201,9955,40, Self-emp-inc,99185, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,0,North_America
9202,9956,40, Private,294708, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,1,North_America
9203,9957,19, Private,228238, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, Mexico,0,North_America
9204,9958,28, Private,156819, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,36, United-States,0,North_America
9205,9959,47, Private,332727, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1,North_America
9206,9960,20, Private,289944, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States,0,North_America
9207,9961,41, Private,116103, HS-grad,9, Widowed, Exec-managerial, Other-relative, White, Male,914,0,40, United-States,0,North_America
9208,9962,29, Private,24153, Some-college,10, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States,0,North_America
9209,9963,40, Private,273425, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1,North_America
9210,9964,61, Private,231183, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0,North_America
9211,9965,25, Private,313930, 11th,7, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico,0,North_America
9212,9966,26, Private,114483, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,North_America
9213,9967,43, Private,162108, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,North_America
9214,9968,17, Private,168807, 7th-8th,4, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,0,North_America
9215,9969,43, Local-gov,143828, Masters,14, Divorced, Prof-specialty, Unmarried, Black, Female,9562,0,40, United-States,1,North_America
9216,9970,73, Private,242769, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3471,0,40, England,0,Europe
9217,9971,46, Local-gov,111558, Some-college,10, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States,0,North_America
9218,9972,19, Private,69770, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,0,North_America
9219,9973,37, Private,291981, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0,North_America
9220,9974,26, Private,102460, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0,North_America
9221,9975,47, Private,151584, HS-grad,9, Divorced, Sales, Own-child, White, Male,0,1876,40, United-States,0,North_America
9222,9976,47, Local-gov,287320, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0,North_America
9223,9977,29, Private,115677, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0,North_America
9224,9978,29, Private,239632, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,North_America
9225,9979,33, Private,409172, Bachelors,13, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,55, United-States,0,North_America
9226,9980,20, Private,186849, HS-grad,9, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, United-States,0,North_America
9227,9981,28, Private,118861, 10th,6, Married-civ-spouse, Craft-repair, Wife, Other, Female,0,0,48, Guatemala,0,North_America
9228,9983,41, State-gov,170924, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0,North_America
9229,9985,43, Private,153489, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0,North_America
9230,9986,35, Private,186489, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,46, United-States,0,North_America
9231,9987,18, Private,192409, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States,0,North_America
9232,9988,55, State-gov,337599, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0,North_America
9233,9989,44, Private,195545, HS-grad,9, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States,0,North_America
9234,9990,64, Private,61892, HS-grad,9, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,15, United-States,0,North_America
9235,9991,34, Self-emp-not-inc,175697, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,75, United-States,0,North_America
9236,9992,38, Private,80303, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,1,North_America
9237,9993,25, Private,419658, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States,0,North_America
9238,9994,21, Private,319163, Some-college,10, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States,0,North_America
9239,9995,37, Private,126743, 1st-4th,2, Married-civ-spouse, Other-service, Husband, White, Male,0,0,53, Mexico,0,North_America
9240,9996,39, Private,301568, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,0,North_America
9241,9997,34, Private,120461, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States,0,North_America
9242,9998,23, Private,268145, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,0,North_America
9243,9999,54, Private,257337, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,North_America
9244,10000,49, Self-emp-inc,213354, Masters,14, Separated, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States,1,North_America
9245,10001,25, Private,303431, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0,North_America
9246,10002,51, Private,124963, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0,North_America
9247,10003,29, Private,158218, HS-grad,9, Never-married, Farming-fishing, Unmarried, White, Male,0,0,35, United-States,0,North_America
9248,10004,27, State-gov,553473, Bachelors,13, Married-civ-spouse, Protective-serv, Wife, Black, Female,0,0,48, United-States,0,North_America
9249,10005,53, Private,46155, HS-grad,9, Married-civ-spouse, Priv-house-serv, Other-relative, White, Female,0,0,40, United-States,0,North_America
9250,10006,68, Private,138714, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,1,North_America
9251,10007,56, Private,231781, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1,North_America
9252,10009,24, Private,19410, HS-grad,9, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,48, United-States,0,North_America
9253,10011,24, Private,185821, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0,North_America
9254,10014,41, Local-gov,144995, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,0,North_America
9255,10015,45, Private,162494, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,19, United-States,0,North_America
9256,10016,35, Private,171968, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,North_America
9257,10017,21, Private,232569, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0,North_America
9258,10018,45, Private,161819, 11th,7, Separated, Adm-clerical, Unmarried, Black, Female,0,0,25, United-States,0,North_America
9259,10019,18, Private,123343, 11th,7, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States,0,North_America
9260,10020,49, Private,105449, Bachelors,13, Never-married, Priv-house-serv, Not-in-family, White, Male,0,0,25, United-States,0,North_America
9261,10021,49, Private,181717, Assoc-voc,11, Separated, Prof-specialty, Own-child, White, Female,0,0,36, United-States,0,North_America
9262,10022,45, Local-gov,102359, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,37, United-States,0,North_America
9263,10023,27, Private,72887, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States,0,North_America
9264,10024,28, Private,154571, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,0,Asia
9265,10025,35, Private,255191, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,1,North_America
9266,10026,33, Private,174789, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0,North_America
9267,10027,35, Private,110402, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States,0,North_America
9268,10028,19, Private,208513, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States,0,North_America
9269,10029,33, Private,121904, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,28, United-States,0,North_America
9270,10030,28, Private,34335, HS-grad,9, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,14084,0,40, United-States,1,North_America
9271,10031,49, Private,59380, Some-college,10, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,North_America
9272,10033,39, Self-emp-inc,126675, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States,0,North_America
9273,10034,22, Private,217363, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0,North_America
9274,10035,42, Private,91836, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,North_America
9275,10036,22, Private,184813, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0,North_America
9276,10037,18, Private,178142, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0,North_America
9277,10038,49, Local-gov,102359, 9th,5, Widowed, Handlers-cleaners, Unmarried, White, Male,0,2231,40, United-States,1,North_America
9278,10039,33, Self-emp-inc,281832, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba,1,North_America
9279,10040,28, Private,96226, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0,North_America
9280,10041,42, Private,195124, 7th-8th,4, Married-spouse-absent, Prof-specialty, Other-relative, White, Male,0,0,35, Puerto-Rico,0,North_America
9281,10042,20, Private,56322, Some-college,10, Never-married, Other-service, Own-child, White, Male,2176,0,25, United-States,0,North_America
9282,10043,50, Local-gov,97449, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States,0,North_America
9283,10044,32, Private,339773, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,North_America
9284,10045,31, Federal-gov,210926, HS-grad,9, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States,0,North_America
9285,10046,29, Private,199499, Assoc-voc,11, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States,0,North_America
9286,10047,46, Federal-gov,190729, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0,North_America
9287,10048,32, Self-emp-inc,191385, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,77, United-States,0,North_America
9288,10049,61, Private,193479, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,24, United-States,0,North_America
9289,10050,43, Self-emp-not-inc,225165, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,0,North_America
9290,10051,35, Private,346766, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States,0,North_America
9291,10052,39, State-gov,152307, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0,North_America
9292,10054,42, Self-emp-not-inc,170649, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,0,North_America
9293,10055,23, Private,197207, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0,North_America
9294,10056,32, Private,229732, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0,North_America
9295,10057,52, Private,204402, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,85, United-States,1,North_America
9296,10058,36, Private,181065, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1,North_America
9297,10060,50, Private,237729, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,0,2444,72, United-States,1,North_America
9298,10062,71, Private,179574, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,12, United-States,1,North_America
9299,10063,27, Private,191782, HS-grad,9, Never-married, Other-service, Other-relative, Black, Female,0,0,30, United-States,0,North_America
9300,10064,56, Private,146660, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0,North_America
9301,10065,28, Self-emp-not-inc,115945, Some-college,10, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States,0,North_America
9302,10066,45, Private,210875, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,North_America
9303,10067,28, Private,137898, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States,0,North_America
9304,10068,28, Local-gov,216965, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0,North_America
9305,10069,18, Private,201554, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,15, United-States,0,North_America
9306,10070,62, Private,57970, 7th-8th,4, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0,North_America
9307,10071,35, Private,208378, 12th,8, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,0,North_America
9308,10072,39, Private,61343, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States,0,North_America
9309,10073,24, Private,283872, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,20, United-States,0,North_America
9310,10074,58, Private,225603, 9th,5, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States,0,North_America
9311,10075,48, Private,401333, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States,0,North_America
9312,10076,57, Private,278228, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1,North_America
9313,10077,31, Private,145377, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,0,North_America
9314,10078,25, Private,120238, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0,North_America
9315,10079,34, Private,187215, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,36, United-States,1,North_America
9316,10080,29, Self-emp-not-inc,144063, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,72, United-States,0,North_America
